gene	transcript	D01_Ctrl_0h	D01_Lps_1h	D01_Lps_2h	D01_Lps_4h	D01_Lps_6h	D09_Ctrl_0h	D09_Lps_1h	D09_Lps_2h	D09_Lps_4h	D09_Lps_6h
MIR1252	NA	0	0	0	0	0	0	0	0	0	0
GIMAP4	NA	1079	941	255	140	757	667	524	164	208	353
FUT3	NA	0	0	0	0	0	0	0	0	0	0
MIR4484	NA	0	0	0	0	0	0	0	0	0	0
PIF1	NA	1	3	1	0	0	0	1	0	1	0
LPIN2	NA	781	943	407	320	925	679	706	464	745	854
MIR4794	NA	0	0	0	0	0	0	0	0	0	0
PDP2	NA	327	290	53	6	33	196	146	33	24	35
LOC101927795	NA	0	0	0	1	3	0	0	0	0	2
CGB	NA	0	0	0	0	1	0	0	0	0	0
ERP27	NA	9	6	5	4	2	2	9	2	9	6
APOOL	NA	597	667	341	150	374	449	576	310	374	305
MIR4736	NA	0	0	0	0	0	0	0	0	0	0
DIABLO	NA	273	303	148	73	158	164	187	172	178	191
TRHR	NA	0	0	0	0	0	0	0	0	1	0
HERC2P3	NA	35	27	4	3	26	66	41	8	28	54
ARMC9	NA	40	42	9	10	20	31	28	22	18	25
SLITRK3	NA	1	0	0	0	0	0	0	0	0	0
RNF152	NA	0	0	0	0	0	1	1	0	0	0
LINC01452	NA	0	0	0	0	0	0	0	0	0	0
LOC284581	NA	2	2	1	0	9	1	6	6	4	2
BAGE3	NA	0	0	0	0	0	0	0	0	0	3
LOC100506188	NA	0	0	0	0	0	0	0	0	0	0
ZNF211	NA	131	85	27	16	62	102	57	54	47	75
MIR1272	NA	0	0	0	0	0	0	0	0	0	0
MIR548AT	NA	0	0	0	0	0	0	0	0	0	0
PFDN1	NA	710	751	340	216	711	447	495	323	425	387
RGS11	NA	0	0	0	0	0	0	0	0	0	0
MIR6806	NA	0	0	0	0	0	0	0	0	0	0
TNP2	NA	0	0	0	0	0	0	0	0	0	0
AKR1D1	NA	0	0	0	0	0	2	1	2	0	0
HS6ST1	NA	554	637	248	28	88	387	457	224	60	137
STK31	NA	0	1	0	0	1	2	0	0	0	2
EML4	NA	4221	4753	2589	2031	3459	2796	2953	2859	3940	3678
ZBED9	NA	0	0	0	0	0	0	0	0	2	0
SGTA	NA	1118	1261	710	392	1044	634	701	686	870	724
LINC00304	NA	0	0	0	0	0	0	0	2	0	0
FAM71E1	NA	1	0	0	0	5	0	0	1	0	0
PSMD6	NA	473	599	269	191	442	263	424	323	414	380
HIST1H2BI	NA	48	53	21	2	7	36	27	11	20	18
KIAA1257	NA	0	0	1	0	0	0	0	0	0	0
NUDT19	NA	424	426	221	96	266	201	216	151	164	178
MIR3605	NA	0	0	0	0	0	0	0	0	0	0
RPL28	NA	7249	8093	3978	2970	8478	3812	3838	3077	5664	5319
IPCEF1	NA	230	237	74	15	72	274	322	125	41	47
LOC101929596	NA	0	0	0	0	0	0	0	0	0	0
EPYC	NA	0	0	0	0	0	0	0	0	0	0
NOX3	NA	0	0	0	0	0	0	0	0	0	0
ELAC1	NA	41	44	16	7	33	42	30	16	17	45
DEFB115	NA	0	0	0	0	0	0	0	0	0	0
SCARNA1	NA	4	1	2	3	11	12	12	4	4	5
BIN2	NA	505	618	330	138	409	366	469	349	318	332
CCDC17	NA	1	2	0	4	2	2	0	2	0	2
NACA2	NA	0	0	0	0	1	1	1	0	0	0
UBOX5	NA	104	123	29	24	78	95	58	39	73	70
HM13	NA	3320	3853	1771	1023	2779	3161	3423	2581	3517	3251
UBE2O	NA	205	235	47	33	112	139	155	58	143	183
LOC644919	NA	0	0	0	0	0	0	1	0	0	1
DDIAS	NA	897	980	271	9	20	781	750	218	27	20
UBL5	NA	320	327	135	89	302	213	312	224	292	255
APOLD1	NA	1	3	1	0	0	2	4	0	3	2
TNFSF8	NA	321	599	1544	3745	8186	107	235	1093	4252	3319
ARHGAP29	NA	0	0	0	0	0	0	2	0	0	0
PROKR2	NA	0	0	0	0	0	0	0	0	0	0
PDE5A	NA	13	3	5	10	11	17	0	5	11	17
DDX11L9	NA	5	0	1	0	6	3	1	1	4	2
LOC100130298	NA	0	0	0	0	0	0	3	0	0	0
MIR638	NA	0	0	0	0	0	0	0	0	0	0
LOC100129034	NA	6692	5525	2168	1359	4270	4848	4675	2994	3468	4075
TOM1L1	NA	3	4	0	1	0	2	1	2	1	0
SNORD115-27	NA	0	0	0	0	0	0	0	0	0	0
TMEM167A	NA	1031	1152	541	267	704	691	831	528	674	578
GOLGA8K	NA	13	8	4	7	10	5	0	0	0	0
LOC101927310	NA	0	0	0	0	0	0	0	0	0	0
FOXI1	NA	0	0	0	0	0	0	0	0	0	0
RAB4A	NA	379	328	124	73	133	241	253	177	167	99
TMEM39B	NA	102	139	60	12	23	85	107	67	47	28
MIR3689F	NA	0	0	0	0	0	0	0	0	0	0
FARSA	NA	889	952	406	62	188	513	571	376	205	276
PPP1R3E	NA	60	27	10	14	27	27	30	23	21	22
MIR339	NA	0	0	0	0	0	0	0	0	0	0
PLEKHG5	NA	56	174	59	9	24	21	32	32	9	2
CMAS	NA	280	268	114	68	165	204	219	138	115	99
OR7E24	NA	0	0	0	0	0	0	0	0	0	1
HEATR9	NA	0	0	0	0	1	0	0	3	0	0
SLC30A1	NA	267	222	68	44	312	142	113	47	143	223
PLAC1	NA	0	0	0	0	0	1	0	1	1	2
CDC42EP5	NA	0	0	2	0	3	2	1	1	1	0
KLHL18	NA	389	368	98	39	99	283	255	103	126	110
TAZ	NA	142	215	133	38	94	60	97	109	81	54
CRIP2	NA	0	9	6	3	1	1	2	2	4	1
CHRFAM7A	NA	27	54	9	12	40	14	8	16	27	27
BTBD11	NA	0	0	0	0	4	1	0	0	8	2
LOC100130880	NA	0	0	0	0	0	0	0	0	0	0
WASH5P	NA	73	46	24	29	83	75	58	64	88	78
DCAF4L2	NA	0	0	0	0	0	0	0	0	0	0
CSN1S2AP	NA	0	0	0	0	0	0	0	0	0	0
C16orf72	NA	924	877	511	407	800	630	814	646	858	683
MIR620	NA	0	0	0	0	0	0	0	0	0	0
DIO2	NA	0	0	0	0	0	0	1	0	0	0
MIR4753	NA	0	0	0	0	0	0	0	0	0	0
LRRCC1	NA	14	27	5	5	27	34	31	48	52	54
SCIMP	NA	6857	7890	3226	1029	2906	3163	3152	1778	1193	1217
CCDC136	NA	0	0	1	0	0	1	0	0	0	0
GSTTP2	NA	0	3	1	0	0	4	1	1	0	1
PRX	NA	17	17	8	3	1	9	13	4	5	3
HERC2P9	NA	26	31	8	6	16	30	27	7	12	18
LOC101928471	NA	0	0	0	0	0	0	0	0	0	0
LOC101929431	NA	1	0	0	0	4	5	2	0	2	4
SNORA2B	NA	0	0	0	0	0	0	0	0	0	0
RBM5	NA	728	562	293	277	783	509	507	500	639	688
TUBA3FP	NA	0	0	0	0	0	1	4	0	0	0
TUBGCP4	NA	203	245	107	42	27	144	135	72	80	40
OR2M1P	NA	0	0	0	0	0	0	0	0	0	0
SNORA30	NA	0	0	0	0	0	0	0	0	0	0
UVSSA	NA	109	181	102	25	60	82	171	107	66	44
APLN	NA	20	26	5	0	7	35	38	22	3	8
LINC00598	NA	0	1	1	1	0	0	0	2	0	0
CDK7	NA	226	209	132	88	154	166	172	181	156	157
SSR2	NA	1354	1680	780	466	1135	1190	1239	1063	1338	1229
CRELD1	NA	131	138	62	40	86	80	84	103	92	78
GAL3ST4	NA	35	36	15	10	6	36	34	18	20	5
ARL5C	NA	0	0	0	0	0	0	0	0	0	0
WDR27	NA	13	14	7	3	7	17	10	8	4	10
MCM2	NA	91	106	49	16	23	118	113	96	64	31
SOX14	NA	0	0	0	0	0	0	0	0	0	0
BMS1P6	NA	49	39	28	24	61	18	45	34	58	33
KIAA0922	NA	162	171	56	15	27	126	154	66	63	72
LOC100335030	NA	5	4	0	2	4	4	10	2	14	8
HIPK4	NA	1	4	1	1	0	2	0	0	1	0
FLJ25758	NA	0	0	0	0	0	0	0	0	0	0
PDZD2	NA	12	7	5	10	40	8	11	15	23	17
MGAT3-AS1	NA	0	0	0	0	0	0	0	0	0	1
CTSLP2	NA	0	0	0	0	0	0	0	0	0	0
MCC	NA	30	24	11	13	29	17	14	12	43	28
HHLA3	NA	91	90	42	43	58	42	36	38	33	23
MIR380	NA	0	0	0	0	0	0	0	0	0	0
ID2	NA	2023	3142	1421	763	2758	1299	1835	2316	1917	2370
PRAMEF6	NA	0	0	0	0	2	0	0	0	0	0
FAM66C	NA	0	5	1	0	0	4	1	1	1	1
ZNF688	NA	55	54	24	12	30	42	33	20	16	23
MIR550B2	NA	0	0	0	0	0	0	0	0	0	0
PWP1	NA	264	410	170	161	271	221	235	180	333	367
FAM50B	NA	22	15	7	2	3	18	20	8	0	5
JMJD1C-AS1	NA	6	2	0	4	1	0	5	4	10	5
LOC101927131	NA	0	0	0	0	0	1	1	1	4	0
HIST1H2BA	NA	0	0	0	0	0	0	0	0	0	0
DNAH10	NA	5	1	2	1	8	0	1	0	7	3
GPR56	NA	0	0	0	0	0	0	0	0	0	0
GRXCR1	NA	0	0	0	0	0	0	0	0	0	0
DDX11L2	NA	19	20	10	1	2	49	29	29	27	32
METAP2	NA	678	832	416	232	499	458	655	490	574	547
STPG2	NA	1	0	3	0	1	0	1	0	4	0
STXBP4	NA	86	52	11	3	13	63	52	21	20	23
PAN3	NA	510	565	283	187	439	359	429	227	420	424
MAGI1-AS1	NA	0	0	0	0	0	0	0	0	0	0
FSIP2	NA	0	1	0	0	0	1	9	0	0	2
PDHX	NA	524	630	392	302	552	309	391	466	616	611
ZBED4	NA	714	801	329	263	512	569	442	389	623	491
TBC1D32	NA	22	20	5	3	1	15	17	3	5	2
MTA1	NA	320	446	216	84	163	231	266	217	134	108
ZNF720	NA	83	108	43	19	61	77	80	55	58	74
CDK2	NA	53	65	31	29	90	65	64	65	93	112
LINC00640	NA	0	0	0	0	0	0	0	0	0	0
RHOJ	NA	0	0	0	0	0	0	0	0	0	0
C16orf93	NA	3	5	2	1	1	5	3	3	9	2
CDC37	NA	1520	1926	1039	797	2267	1245	1404	1642	2265	2300
ZER1	NA	470	488	170	62	360	255	314	198	163	247
CEBPA-AS1	NA	57	56	8	0	3	38	26	19	2	6
GRK4	NA	14	6	16	1	3	2	4	7	2	1
PRPH	NA	0	0	0	0	0	0	0	0	0	0
POLR2A	NA	5292	7081	2980	1185	4551	3209	3888	2512	2815	3544
TAPT1-AS1	NA	30	24	11	0	2	14	16	11	4	2
OGFOD1	NA	588	563	246	121	371	403	388	256	313	437
ZBTB8B	NA	0	0	0	0	0	0	0	0	0	0
LOC153910	NA	0	0	0	0	0	0	0	0	0	0
LOC728613	NA	28	32	14	10	17	19	11	21	22	11
PHEX	NA	0	4	1	0	2	1	0	2	1	2
ZNF730	NA	1	2	1	0	1	6	3	0	1	3
MSMO1	NA	122	88	56	8	19	489	486	213	109	57
JAZF1-AS1	NA	5	1	0	0	0	1	0	0	0	0
SYBU	NA	0	0	0	2	0	0	0	0	0	2
DDX17	NA	4523	5912	3040	1605	2555	3619	4688	3661	4100	2681
CAMTA2	NA	1128	1390	526	291	1097	811	830	714	919	974
C11orf74	NA	60	66	42	11	15	31	71	20	25	6
PLEKHA2	NA	1646	1907	656	544	1853	1232	1400	933	1735	2163
PDE4DIP	NA	1925	2307	1321	2203	10759	1787	2026	2878	6034	9301
CXADRP3	NA	0	0	0	0	0	0	0	0	0	0
L3HYPDH	NA	43	70	18	2	7	31	24	13	5	14
LINC01492	NA	1	0	0	0	0	0	0	2	2	1
SCN7A	NA	5	3	0	0	0	0	0	0	0	2
CATSPERB	NA	0	0	2	20	16	0	0	3	11	8
C19orf35	NA	83	71	15	5	10	36	28	22	33	20
ESRP1	NA	0	0	0	0	0	0	0	0	0	0
MIR6864	NA	0	0	0	0	0	0	0	0	0	0
ZNF559	NA	69	90	30	4	22	39	75	17	33	27
CXCL10	NA	5	53	176	7379	15637	5	24	447	10384	4364
ZMYM4	NA	1358	1268	395	474	1400	871	835	411	1067	1140
CBWD2	NA	182	209	75	96	258	156	147	139	239	232
TTTY21	NA	0	0	0	0	0	0	0	0	0	0
TMEM243	NA	334	333	138	53	66	215	260	150	101	45
STK32B	NA	1	0	0	0	2	1	4	3	1	0
TACR3	NA	0	0	0	0	0	0	0	0	0	0
HAND2-AS1	NA	0	0	0	0	0	0	0	0	0	0
CKAP2L	NA	8	13	3	2	10	5	14	9	5	4
KIF1A	NA	0	1	0	0	0	0	0	0	0	0
RSPRY1	NA	361	353	180	102	265	241	273	200	223	316
VCAN	NA	784	700	336	212	444	1095	1477	1002	1034	1212
SYDE1	NA	0	0	0	0	1	1	0	0	10	5
CYP27C1	NA	0	0	0	0	0	0	0	0	0	1
ZDHHC21	NA	151	208	116	67	164	127	183	115	162	162
MED12L	NA	7	14	7	4	1	10	11	5	9	6
POTEB2	NA	0	0	0	0	0	0	1	0	0	0
LEKR1	NA	0	2	0	0	0	4	0	0	0	0
SGK494	NA	27	30	5	1	7	14	16	11	8	7
NHS	NA	19	14	7	3	2	6	3	1	0	0
TM9SF3	NA	2503	2657	1249	993	2076	2076	2396	1843	2298	1954
SNORD82	NA	0	0	0	0	0	0	0	0	0	0
DDHD1	NA	477	570	268	168	381	523	675	550	439	383
LOC645354	NA	0	0	0	0	0	0	0	0	0	0
SLC9C2	NA	0	0	0	0	3	0	0	0	0	0
LOC100507065	NA	0	0	0	0	0	0	0	0	0	0
SYNE1-AS1	NA	0	0	0	0	0	0	0	0	0	0
MAFG	NA	736	1096	516	364	881	417	696	719	709	778
BICD2	NA	1222	1693	814	244	732	807	1140	818	615	650
C14orf119	NA	709	701	199	81	340	520	497	212	230	248
SDR16C6P	NA	0	0	0	0	0	0	0	0	0	0
CDH7	NA	0	0	0	0	0	0	0	0	0	0
FGF12-AS1	NA	0	0	0	0	0	0	0	0	0	0
ALKBH5	NA	1082	1286	578	238	711	704	812	533	646	881
LINC-ROR	NA	0	0	2	0	3	0	0	0	0	0
MIR1537	NA	0	0	0	0	0	0	0	0	0	0
MIR2682	NA	0	0	0	0	0	0	0	0	0	0
JUP	NA	3275	4059	1920	1547	5732	1629	1811	1415	2392	2395
TMEM41A	NA	151	135	45	59	220	80	57	43	95	206
MIR5572	NA	0	0	0	0	0	0	0	0	0	0
ACOXL	NA	0	1	0	0	1	2	0	1	0	0
LOC340074	NA	0	0	0	0	0	3	0	0	0	0
MAMDC4	NA	10	7	3	1	3	2	3	8	6	7
CBX3	NA	764	955	424	185	381	613	757	503	530	451
LRRC18	NA	10	12	5	5	6	13	12	4	1	6
RBMXL2	NA	0	0	0	0	0	0	0	0	0	0
PLA2G4D	NA	0	0	0	0	0	0	0	0	0	0
MIR5688	NA	0	0	0	0	0	0	0	0	0	0
PGPEP1L	NA	0	0	0	0	0	0	0	0	0	0
FGF13	NA	6	5	4	2	10	19	31	15	8	15
LOC101928979	NA	0	0	0	0	3	0	1	2	1	2
KIF3A	NA	48	57	21	15	33	43	61	37	29	58
LPP-AS2	NA	60	87	45	30	38	39	57	46	38	27
PDIA6	NA	2567	2766	1333	966	2237	2580	3075	2292	3088	2886
DCXR	NA	434	490	268	122	228	570	522	403	464	296
CASKIN2	NA	3	4	1	3	0	8	6	2	1	0
LOC100130705	NA	29	18	10	8	14	17	22	14	21	14
LURAP1L	NA	0	0	0	0	0	0	0	0	0	0
TAB3	NA	1146	1420	691	629	1735	789	1057	857	1696	1412
SCEL-AS1	NA	0	0	0	0	0	0	0	0	0	0
PRKG1-AS1	NA	0	0	0	0	0	0	0	0	0	0
EHD1	NA	210	2504	3669	2967	5540	214	3396	8025	7207	5390
GGTLC1	NA	1	0	1	1	0	2	0	0	0	0
LOC283045	NA	0	0	0	0	0	0	3	1	2	0
MARCKSL1	NA	38	52	107	158	440	27	54	256	544	469
ZNF496	NA	110	134	73	67	155	94	120	96	202	120
EFCC1	NA	0	0	0	0	0	0	0	0	0	0
SCAF1	NA	735	863	369	230	595	516	494	413	557	613
KCTD8	NA	0	0	0	0	0	0	0	0	0	0
TRAF3IP3	NA	427	433	165	61	203	188	201	104	141	168
DDTL	NA	20	27	5	3	10	11	5	8	5	13
MTERF3	NA	98	99	25	9	47	78	66	26	61	49
FLJ27354	NA	1	3	1	0	0	5	3	0	3	1
LSR	NA	39	39	34	11	31	23	35	24	36	25
LOC101927081	NA	0	0	0	0	0	0	0	0	0	0
CPB2-AS1	NA	0	0	0	0	1	1	0	1	1	4
ARHGEF3-AS1	NA	0	0	0	0	0	0	0	0	0	0
TRIML2	NA	0	0	0	0	1	0	0	0	0	0
EIF2B1	NA	365	431	215	66	104	272	323	175	147	101
OMP	NA	0	0	0	0	0	0	0	0	0	0
GSTZ1	NA	143	147	87	25	105	82	110	52	79	75
JMJD8	NA	510	623	263	128	398	354	403	326	417	307
POM121L8P	NA	0	0	2	0	1	0	1	0	2	0
NPIPB6	NA	0	0	2	0	0	0	0	7	2	0
ISLR2	NA	0	0	0	0	0	0	0	0	0	0
LINC01377	NA	0	0	0	0	0	0	0	0	0	0
GOLGA6L22	NA	2	0	0	0	3	0	0	0	0	0
KRTAP4-7	NA	0	0	0	0	0	0	0	0	0	0
NREP	NA	73	121	50	25	84	247	277	148	155	98
MIR627	NA	0	0	0	0	0	0	0	0	0	0
GATA2	NA	0	5	5	0	5	0	0	5	2	0
ZNF37BP	NA	35	50	15	6	23	27	19	13	24	6
SBSPON	NA	4	3	0	0	1	2	2	1	3	4
GABRA5	NA	0	0	0	0	0	0	0	0	0	0
CELSR2	NA	47	55	32	24	20	51	65	40	38	29
STAM2	NA	846	998	437	241	640	658	761	441	445	473
PTPMT1	NA	443	542	222	110	330	418	498	383	330	263
AJUBA	NA	1	0	2	0	0	0	0	0	0	0
MIR7153	NA	0	0	0	0	0	0	0	0	0	0
GRP	NA	0	0	0	0	0	0	0	0	0	0
LOC100506022	NA	4	0	1	0	0	3	2	3	0	4
SV2A	NA	0	0	0	0	0	0	0	0	2	0
CFAP97	NA	290	325	129	26	88	247	256	132	110	92
MAGEA12	NA	0	0	0	0	0	0	0	0	0	0
GSG1	NA	0	0	0	0	1	9	8	9	17	7
CACNG1	NA	0	0	0	0	0	0	0	0	0	0
PTPRJ	NA	5985	6790	3595	5488	19343	5715	6337	5665	12667	15776
FRMPD1	NA	2	0	0	0	2	0	0	0	0	0
ZNF668	NA	111	132	42	12	102	61	61	68	67	89
PLEKHJ1	NA	289	284	134	72	183	137	191	171	230	135
SNHG6	NA	280	326	128	137	214	132	176	109	179	155
ADAT1	NA	302	321	144	61	148	260	271	156	163	138
TMEM50A	NA	1992	2398	1250	1400	4250	1530	1882	1364	2812	2833
ARHGAP36	NA	0	0	0	0	0	0	0	0	0	0
UCN3	NA	0	0	0	0	0	0	0	0	0	0
HOOK1	NA	0	0	1	0	2	3	0	1	4	0
SNORD114-9	NA	0	0	0	0	0	0	0	0	0	0
MIR4451	NA	0	0	0	0	0	0	0	0	0	0
ZRANB2-AS2	NA	0	0	0	0	0	0	0	0	0	0
IL17B	NA	0	0	0	0	0	0	0	0	0	0
TTC14	NA	209	184	86	79	208	167	138	144	140	155
SH3BP5-AS1	NA	82	53	30	21	41	52	33	60	29	58
MLKL	NA	376	428	137	97	303	422	428	229	374	323
KLHL5	NA	1009	1153	593	432	872	534	624	467	583	624
CRYL1	NA	179	267	107	55	115	195	205	180	169	87
FOXH1	NA	0	0	0	0	0	1	1	3	0	1
AGMO	NA	0	0	0	0	0	0	0	0	0	0
NFYB	NA	161	141	87	49	96	104	109	75	115	70
PPM1G	NA	1386	1415	715	285	749	841	838	618	715	711
ZFAT-AS1	NA	4	0	0	1	2	0	0	1	0	0
NMT1	NA	1216	1247	466	159	588	850	900	608	531	654
HADHA	NA	4984	6022	2762	1786	3988	3359	3983	2828	3097	2722
MVB12A	NA	158	206	80	20	61	129	146	98	75	34
PLEKHF1	NA	7	3	8	3	4	6	6	13	17	6
PLA2G16	NA	258	250	131	78	190	250	301	246	406	336
LOC101928837	NA	0	0	0	0	0	0	1	0	0	0
SAGE1	NA	0	0	0	0	0	0	0	0	3	0
PTX4	NA	0	0	0	0	0	0	0	0	0	0
MUSTN1	NA	1	3	1	6	15	0	0	0	6	0
COL26A1	NA	9	3	0	0	1	2	1	1	0	0
TFEB	NA	345	340	112	58	141	283	251	192	158	169
LOC101928140	NA	0	0	0	0	0	0	0	0	0	0
MIR3186	NA	0	0	0	0	0	0	0	0	0	0
ZFYVE27	NA	108	194	109	31	95	79	117	92	75	85
NRSN2-AS1	NA	4	11	3	3	7	9	10	1	2	6
ATG12	NA	527	494	269	173	528	479	453	321	557	460
LOC101929239	NA	0	0	0	0	0	0	1	0	0	0
LOC440602	NA	2	0	0	0	0	1	0	0	0	1
BMI1	NA	558	517	231	124	299	353	325	252	282	306
ZIM3	NA	0	0	0	0	0	0	0	0	0	0
PROX2	NA	12	11	3	0	0	7	5	2	1	3
MASP1	NA	0	0	0	0	0	0	0	0	0	0
MYH4	NA	0	0	0	0	0	0	0	0	0	0
ADAMTS9-AS2	NA	0	0	0	0	0	0	0	0	0	0
LOC100147773	NA	5	5	0	0	8	1	5	1	4	4
MIR1324	NA	0	0	0	0	0	0	0	0	0	0
RPAP2	NA	115	107	31	5	58	56	85	32	30	70
BOLA3	NA	75	82	41	27	66	60	65	44	71	65
ASB5	NA	0	0	0	0	0	0	0	0	0	0
KRT35	NA	0	0	0	0	0	0	0	0	0	0
MIA3	NA	1467	1784	960	953	2127	1179	1396	915	1890	1947
KIR3DL3	NA	0	0	0	0	0	0	0	0	0	0
SEMA3F	NA	0	0	0	0	4	0	0	1	3	3
MRPL51	NA	362	384	159	84	186	222	281	144	193	155
ARHGAP35	NA	1291	1558	628	176	594	912	1008	496	391	367
MIR4422	NA	0	0	0	0	0	0	0	0	0	0
NDUFB2	NA	513	567	237	147	304	276	373	328	418	315
UBE2Q2L	NA	0	0	0	0	1	0	0	0	3	0
FAM46C	NA	26	11	0	3	6	14	12	3	5	8
LOC103191607	NA	0	0	0	0	0	0	0	0	0	0
G6PC	NA	0	0	0	0	2	0	0	0	1	0
PREX1	NA	4275	5511	2532	890	1363	2371	2992	2293	1760	1430
IGBP1P1	NA	1	0	0	0	0	0	3	0	0	0
SLC25A45	NA	126	144	41	19	46	79	86	59	52	39
MAPKBP1	NA	243	359	173	153	176	185	252	235	313	211
CPE	NA	0	0	1	0	0	1	0	0	0	0
GNB1	NA	5280	6579	3303	2785	7967	3711	4529	4007	6057	6382
TRIM46	NA	13	17	3	4	18	15	22	14	13	13
SYCE2	NA	0	2	0	0	2	0	0	0	1	0
CXCR6	NA	0	0	1	0	0	3	3	2	1	2
MIR6832	NA	0	0	0	0	0	0	0	0	0	0
PIDD1	NA	52	53	19	5	11	21	15	12	14	8
LOC90768	NA	0	0	0	0	0	0	0	0	0	0
HPSE	NA	9	7	4	4	7	35	38	26	34	17
LINC00587	NA	0	0	0	0	0	0	0	0	0	0
TIGD3	NA	0	0	0	0	3	0	0	0	2	0
VIPAS39	NA	439	368	128	51	244	309	230	112	154	234
LCAT	NA	9	9	0	1	4	5	7	11	4	5
SLC9A9-AS1	NA	2	0	0	0	0	0	1	0	0	0
LOC101929733	NA	7	0	0	0	0	0	0	0	0	0
STPG2-AS1	NA	0	0	0	0	0	0	0	0	0	0
ST6GAL1	NA	5460	6341	2351	621	1885	2071	2203	1001	686	677
ARHGEF25	NA	0	0	0	0	0	0	0	0	0	0
LOC102546299	NA	0	0	0	0	0	0	0	0	0	0
POMC	NA	35	48	27	13	36	45	37	50	33	27
NSMAF	NA	1048	1331	771	614	1397	670	1003	819	919	876
SKIL	NA	1167	2073	1382	1250	2595	758	2165	1997	2120	2304
ADSS	NA	536	677	299	204	538	440	526	369	502	355
HMGCS1	NA	280	469	345	331	647	405	624	642	660	578
LOC284950	NA	0	3	0	1	0	1	1	2	4	7
POLR3F	NA	102	128	37	14	48	77	72	49	48	50
SCOC-AS1	NA	18	30	10	1	6	6	9	8	3	1
RAB10	NA	4738	5069	2399	2396	7500	3440	3804	2940	5536	5435
LDLRAD4-AS1	NA	8	10	6	0	0	1	6	0	0	1
TSTD2	NA	258	253	87	81	222	180	121	64	137	178
CTD-2201E9.1	NA	0	0	0	0	0	0	0	0	0	0
LOC400863	NA	0	1	1	0	0	0	1	5	1	2
ZBTB7B	NA	1270	1139	377	185	571	911	649	441	556	776
DHRS1	NA	128	153	49	39	45	57	79	42	51	18
ABCC13	NA	12	7	1	2	4	0	4	0	1	1
CNOT3	NA	670	741	295	158	487	450	503	270	376	430
NFKBIA	NA	1751	61253	19647	4993	11595	1257	41869	24845	16784	17809
ZNF821	NA	81	73	23	18	41	35	45	28	23	32
GAK	NA	1159	1585	775	452	1170	845	1180	1084	1112	1076
SFT2D2	NA	571	537	233	376	1153	313	353	262	681	578
HOXA6	NA	0	0	0	0	0	0	0	0	0	0
CRTC1	NA	220	272	106	20	70	209	173	130	57	93
LY6D	NA	0	0	0	0	0	0	0	0	0	0
MED14OS	NA	32	16	13	13	17	8	24	22	34	29
CPT1A	NA	637	911	403	283	757	435	560	491	577	621
LMO1	NA	0	0	0	0	0	0	0	0	0	0
EIF3I	NA	570	801	350	265	585	437	559	462	709	587
C6orf226	NA	31	24	13	6	26	16	30	25	20	23
SNORA16B	NA	0	0	0	0	0	0	0	0	0	0
PRB4	NA	1	0	0	1	1	0	1	1	1	2
LOC400655	NA	0	0	0	0	0	0	0	0	0	0
MIR24-2	NA	0	0	0	0	0	0	0	0	0	0
FOXF2	NA	0	0	0	0	0	0	0	0	0	0
S100A12	NA	0	0	0	0	2	0	0	0	0	2
MLH1	NA	369	458	209	130	288	266	347	262	276	260
SNORD114-22	NA	0	0	0	0	0	0	0	0	0	0
LINC00554	NA	0	0	0	0	0	0	0	0	0	0
LOC101928103	NA	0	0	1	0	0	1	0	1	0	0
LOC100129223	NA	0	0	0	0	0	0	0	0	0	0
KRTAP22-1	NA	0	0	0	0	0	0	0	0	0	0
LOC100505625	NA	0	0	2	5	0	1	0	2	2	0
ACTN1	NA	8498	10386	5470	6371	20664	6364	7405	7731	14453	14742
MRPL36	NA	94	85	43	38	84	88	99	39	88	80
FBXO6	NA	252	299	108	219	870	162	166	143	509	670
MKS1	NA	36	64	14	3	11	23	29	22	6	1
MIR4534	NA	0	0	0	0	0	0	0	0	0	0
FAM90A2P	NA	0	0	0	0	0	0	0	0	0	0
CX3CR1	NA	0	0	0	0	0	1	0	3	0	0
PDE1B	NA	91	128	45	31	77	33	38	23	13	12
MIR921	NA	0	0	0	0	0	0	0	0	0	0
ANKRD18A	NA	2	5	7	4	14	1	7	5	3	11
PLP1	NA	0	0	0	0	0	0	0	0	0	0
HTR2A-AS1	NA	0	0	0	0	0	0	0	0	0	0
KISS1	NA	0	0	0	0	0	0	0	0	0	0
ANKDD1B	NA	0	0	0	1	1	0	3	0	2	0
C14orf2	NA	576	630	298	210	392	438	519	334	462	341
MIR6126	NA	0	0	0	0	0	0	0	0	0	0
TBC1D3P2	NA	0	0	0	0	0	0	0	0	1	0
COMMD6	NA	332	319	163	83	155	221	334	171	242	168
RNF222	NA	0	0	0	0	0	0	1	1	0	0
SNORA67	NA	3	0	1	0	4	13	15	5	8	4
ANKRD7	NA	0	0	0	0	0	0	0	0	0	0
PTCHD1	NA	0	0	0	0	1	0	0	1	0	0
CRLF2	NA	0	2	5	54	338	0	2	22	136	282
NARS2	NA	124	113	60	16	7	46	48	40	19	10
DOCK7	NA	1464	1720	851	640	1563	1422	1810	1225	1452	1344
LIN28A	NA	2	0	0	0	0	2	3	1	0	3
MIR8073	NA	0	0	0	0	0	0	0	0	0	0
FAM127B	NA	202	237	139	66	194	185	195	142	171	158
N6AMT2	NA	22	29	3	3	11	16	20	11	5	5
